name,vault_address,leader,tvl,apr,followers,created_at,is_closed,raw_has_description,pnl_day_last,pnl_week_last,pnl_month_last,pnl_all_time_last,pnl_all_time_max_dd,pnl_all_time_stability,pnl_obs_count,score_apr,score_tvl,score_followers,score_pnl_all,score_drawdown,score_stability,score_data_quality,closed_penalty,composite_score,rank,snapshot_ts_utc,name_detail,leader_detail,apr_detail,followers_detail,leader_fraction,leader_commission,max_distributable,max_withdrawable,allow_deposits,always_close_on_withdraw,is_closed_detail,description_len,av_day_last,av_day_obs,av_week_last,av_week_obs,av_month_last,av_month_obs,av_all_time_last,av_all_time_obs,withdrawable_ratio,score_commission,score_withdrawable,score_av_depth,extended_score,extended_rank
Loong,0x3daa34fb415e55fc5091df17f5c88cd552f88e46,0x8923cdff38a43d1fd59d323c35b900047e431bac,2759.327921,-7.559710325207004e-07,,2024-01-29T06:16:12.037000+00:00,False,False,0.0,0.0,-0.002302,143741.877921,-25785.739115000004,37933.50217379778,49,0.941163699522362,0.0445071645679548,0.0,0.0059704732957012,0.9377985236647852,0.9785062961354756,0.5427160225792445,0.0,0.5028705147436151,13,2026-03-11T07:32:53.868260+00:00,Loong,0x8923cdff38a43d1fd59d323c35b900047e431bac,-7.559710325207004e-07,,0.11738730983196953,0.1,1907.447082,0.0,True,False,False,14.0,2759.327921,13.0,2759.327921,65.0,2759.327921,46.0,2759.327921,64.0,0.0,0.514,0.5020325203252033,0.21,0.4744151624804756,35
DOEZOE,0xcae0d1558b70b92ee9fd0acb20cb639c8c28ae69,0x677179fb9012936db4750102f8f49954ee34c5a4,11426.6244,-0.0474600405786674,,2025-06-02T15:47:14.673000+00:00,False,False,0.0,-569.328407,-569.328407,5266.9944,-825.4746560000003,1034.8923908201507,49,0.971450282240556,0.0237733391228831,0.0,0.037559704732957,0.6876899696048632,0.7984151107251412,0.5427160225792445,0.0,0.46221455216516,32,2026-03-11T07:32:53.868260+00:00,DOEZOE,0x677179fb9012936db4750102f8f49954ee34c5a4,-0.04746004057866746,,0.8515751914695803,0.1,11309.194957,0.0,True,False,False,18.0,11426.6244,13.0,11426.6244,61.0,11426.6244,44.0,11426.6244,49.0,0.0,0.514,0.5020325203252033,0.468,0.46972319054663425,36
Sentiment Edge,0x026a2e082a03200a00a97974b7bf7753ce33540f,0x3b290def8e0b287a2c8ac0ae1ab31642caecc7e7,109504.075472,-0.0279031823613008,,2025-01-31T16:05:08.305000+00:00,False,False,-45.281383,-344.040247,-4981.194641,26135.775472,-7276.005676999997,4078.139102468434,49,0.964502822405558,0.008141554494138,0.0,0.01769431176726,0.8735345201910552,0.9012158054711246,0.5427160225792445,0.0,0.4876112679114198,19,2026-03-11T07:32:53.868260+00:00,Sentiment Edge,0x3b290def8e0b287a2c8ac0ae1ab31642caecc7e7,-0.02832947474717136,,0.2509662467599229,0.1,5418.131603,0.0,True,False,False,68.0,109427.975,13.0,109427.975,63.0,109427.975,45.0,109427.975,63.0,0.0,0.514,0.5020325203252033,0.246,0.4665707273563291,37
Ethos Intel - Mvault,0x79d3b973bd5bc4c6a98f5d2e0ee6e285910945ae,0xfe15383180f356010ff6d1fd4e4bfc0428770908,7801.167589,-0.0004491345136006,,2025-07-08T17:30:57.604000+00:00,False,False,0.0,-4.143491,-5.233491,3082.587589,-1809.75364,1046.3358116945185,50,0.9465914025184542,0.0283326096396005,0.0,0.0487407729049066,0.7656317846287451,0.7991749891445941,0.2379504993486756,0.0,0.4361036000473691,51,2026-03-11T07:32:53.868260+00:00,Ethos Intel - Mvault,0xfe15383180f356010ff6d1fd4e4bfc0428770908,-0.00044913451360061973,,0.9301469668974662,0.1,7693.657697,0.0,True,False,False,243.0,7801.167589,13.0,7801.167589,66.0,7801.167589,48.0,7801.167589,45.0,0.0,0.514,0.5020325203252033,0.606,0.46393997645829105,38
Octavious Maximus,0x45c42fbd450b5506f8dc819d46036630fe75b81e,0xa005d85a57b02f7f468039301c91d69d1a568a63,15947.081417,-0.133120440172434,,2025-04-17T12:30:07.600000+00:00,False,False,-140.658628,-154.298058,-3049.224281,9407.881417,-8510.250382999999,3572.950491043898,50,0.983608336951802,0.0207338254450716,0.0,0.0283326096396005,0.8847155883630048,0.8940512375162831,0.2379504993486756,0.0,0.4631878379978683,30,2026-03-11T07:32:53.868260+00:00,Octavious Maximus,0xa005d85a57b02f7f468039301c91d69d1a568a63,-0.13242140189528184,,0.313584519097376,0.1,12212.052851,0.0,True,False,False,83.0,15963.093417,13.0,15963.093417,65.0,15963.093417,46.0,15963.093417,53.0,0.0,0.514,0.5020325203252033,0.368,0.46045315492116545,39
HyperTwin - Blue Whale,0x9a3006e0b7ffacf11729103098ff16fa6e17bd24,0x98bb9ef6b6bf918ce301be1e3fa14407b1d949a2,16187.608432,-0.1064241944310266,,2025-07-02T20:53:41.721000+00:00,False,False,-246.319342,2072.08081,-1927.931773,4146.798432,-4674.560405,2383.220514887029,51,0.9820885801128962,0.0205167173252279,0.0,0.042987407729049,0.8417281806339557,0.8658271819366045,0.0585649153278332,0.0,0.4373161982394505,49,2026-03-11T07:32:53.868260+00:00,HyperTwin - Blue Whale,0x98bb9ef6b6bf918ce301be1e3fa14407b1d949a2,-0.11047400609381938,,0.9928906803492011,0.1,9351.981177,0.0,True,False,False,213.0,16114.243906,13.0,16114.243906,67.0,16114.243906,47.0,16114.243906,46.0,0.0,0.514,0.5020325203252033,0.56,0.4602494251023521,40
YourDataInsider,0x66acb610e08282e7ac778d6a408a3eac58839be9,0xc68127af54a7ba517b23422e69432352c7f75ab8,1173.266425,-0.062601961832016,,2025-05-26T19:52:10.345000+00:00,False,False,-0.257425,2.138815,-78.353887,173.266425,-154.39524200000002,115.1381871585859,49,0.9748154580981327,0.0598132870169344,0.0,0.1207121146330872,0.5282240555796787,0.5569908814589666,0.5427160225792445,0.0,0.4455564382426085,44,2026-03-11T07:32:53.868260+00:00,YourDataInsider,0xc68127af54a7ba517b23422e69432352c7f75ab8,-0.06280729566811313,,1.0,0.1,1073.009425,0.0,True,False,False,239.0,1173.009425,13.0,1173.009425,66.0,1173.009425,46.0,1173.009425,50.0,0.0,0.514,0.5020325203252033,0.446,0.45502960510472057,41
Sequoia HyperStable Yield Optimizer,0xebc9865942ab666a57976a7768594b29133cbf53,0x147b254ff28176bd74a7b58d4edaf7f2bcccb93f,7069.543219,-0.0702506595982969,,2025-06-18T05:59:30.490000+00:00,False,False,-420.601332,-4589.751654,-2164.955212,7061.783219,-17046.98007,7314.6367052988835,51,0.9768779852366478,0.0296352583586626,0.0,0.0336517585757707,0.9212983065566652,0.926943117672601,0.0585649153278332,0.0,0.4522818556823116,37,2026-03-11T07:32:53.868260+00:00,Sequoia HyperStable Yield Optimizer,0x147b254ff28176bd74a7b58d4edaf7f2bcccb93f,-0.0657411044328527,,0.6783115865401524,0.1,2639.981265,0.0,True,False,False,162.0,7208.516789,14.0,7208.516789,63.0,7208.516789,47.0,7208.516789,52.0,0.0,0.514,0.5020325203252033,0.39,0.45447366818449797,42
Goon Edging,0x2431edfcb662e6ff6deab113cc91878a0b53fb0f,0x90b88a8df1ad60f87b30032482b9907b89637c96,69967.742306,-0.1512553844279765,,2025-02-05T17:03:58.001000+00:00,False,False,-499.4662,-1941.684698,-15961.204259,22771.052306,-18515.623114,8977.56327037409,50,0.9854537559704732,0.0099869735128093,0.0,0.0194311767260095,0.926183239253148,0.9353017802865828,0.2379504993486756,0.0,0.4687907077724707,27,2026-03-11T07:32:53.868260+00:00,Goon Edging,0x90b88a8df1ad60f87b30032482b9907b89637c96,-0.15165483465589066,,0.5029319496182375,0.1,46456.13986,0.0,True,False,False,20.0,69925.590374,14.0,69925.590374,63.0,69925.590374,46.0,69925.590374,63.0,0.0,0.514,0.5020325203252033,0.246,0.4524553072521173,43
JizzJazz,0x82eba5dc675279cb5967952f0c4b5184505eb17c,0xe45e4fc1dbd8ab1c554c8a2bd7fa752d1e53bb35,143828.118202,-0.0036911303181276,,2024-04-12T21:53:16.537000+00:00,False,False,-2115.222147,-3168.338049,-1333.146483,21697.148202,-34727.362197999995,14838.73033418756,49,0.9510421189752496,0.0068389057750759,0.0,0.019756838905775,0.950716456795484,0.9558184976118108,0.5427160225792445,0.0,0.5002430130659614,16,2026-03-11T07:32:53.868260+00:00,JizzJazz,0xe45e4fc1dbd8ab1c554c8a2bd7fa752d1e53bb35,-0.0031652224142643187,,0.9508148143693949,0.1,93852.805817,0.0,True,False,False,37.0,144018.063344,13.0,144018.063344,65.0,144018.063344,48.0,144018.063344,100.0,0.0,0.514,0.5020325203252033,0.004,0.4518445362222353,44
Momentum Edge,0xc1703054b55bfa1ac6dbaf25cb1c783ca133181f,0x3b290def8e0b287a2c8ac0ae1ab31642caecc7e7,6711.434709,-0.0122389034312528,,2025-04-29T16:46:35.628000+00:00,False,False,4.435187,-63.097085,-85.725071,1514.054709,-294.651886,461.4853242873402,49,0.9565783760312636,0.0306122448979591,0.0,0.0625271385149804,0.58608336951802,0.7226443768996961,0.5427160225792445,0.0,0.4451641633442545,46,2026-03-11T07:32:53.868260+00:00,Momentum Edge,0x3b290def8e0b287a2c8ac0ae1ab31642caecc7e7,-0.012153697034227974,,0.8294059883992221,0.1,342.675766,0.0,True,False,False,13.0,6712.031521,13.0,6712.031521,62.0,6712.031521,44.0,6712.031521,52.0,0.0,0.514,0.5020325203252033,0.39,0.4491353989309551,45
BTC SHORT DCA 2X,0xc5c950d11214967c4ea29423b3d0690322bfb07e,0x05ee3f0675211f678531df70de3502469ffb5886,5809.055373,-0.043626188971472,,2025-06-15T11:39:40.353000+00:00,False,False,-6.456921,507.68954,-264.987335,3641.515373,-782.2164739999998,920.688218109372,50,0.9703647416413372,0.0331089882761615,0.0,0.0445071645679548,0.6808510638297872,0.7882110290924881,0.2379504993486756,0.0,0.4289637034697824,54,2026-03-11T07:32:53.868260+00:00,BTC SHORT DCA 2X,0x05ee3f0675211f678531df70de3502469ffb5886,-0.05262168054548357,,0.4283960912480101,0.1,0.520852,0.0,True,False,False,53.0,5754.416373,13.0,5754.416373,62.0,5754.416373,44.0,5754.416373,48.0,0.0,0.514,0.5020325203252033,0.488,0.44678505402510105,46
Barv A,0x33821578405bd53f0eed2895496922b528d95e21,0x4c9132a369ca40cd6dadaf7c6dd3f67590b60af5,121456.771326,-2.4686148266869177e-05,,2025-02-12T20:49:40.733000+00:00,False,False,0.0,-1.29,-3.0,66297.781326,-11617.192233,13647.6854628474,50,0.9436604429005644,0.0075987841945288,0.0,0.0092270950933564,0.9034954407294832,0.9529960920538428,0.2379504993486756,0.0,0.4549994078869459,36,2026-03-11T07:32:53.868260+00:00,Barv A,0x4c9132a369ca40cd6dadaf7c6dd3f67590b60af5,-2.4686148266869177e-05,,0.21703847712881055,0.1,120996.02353,0.0,False,False,False,80.0,121456.771326,13.0,121456.771326,63.0,121456.771326,46.0,121456.771326,62.0,0.0,0.514,0.5020325203252033,0.272,0.4447118323379736,47
Cryptoaddcited,0x5108cd0a328ed28c277f958761fe1cda60c21aa8,0x6a4590697be32f65757d1fd480716a73961404fd,116173.411358,-0.0169246420163066,,2025-01-21T17:39:49.670000+00:00,False,False,-348.706464,2926.164196,-2852.194938,32233.161358,-21150.108048,9636.511924458951,50,0.9586409031697786,0.0079244463742944,0.0,0.016391663048198,0.930959617889709,0.9395353886235344,0.2379504993486756,0.0,0.4626203963210042,31,2026-03-11T07:32:53.868260+00:00,Cryptoaddcited,0x6a4590697be32f65757d1fd480716a73961404fd,-0.016924642016306682,,0.34222769190406843,0.1,115881.208236,0.0,True,True,False,112.0,116173.411358,13.0,116173.411358,66.0,116173.411358,46.0,116173.411358,64.0,0.0,0.514,0.5020325203252033,0.21,0.4442275736635174,48
Road to 10 Million,0x04027058bb4aff889402ffb6e4743a96ce88149a,0x2b0beda149be62676aa8133fc36ea0af8f85e32d,1210.84762,-0.0286538694646296,,2024-10-21T17:56:15.819000+00:00,False,False,-3775.785313,-4064.795312,-4064.795312,107589.90762,-35576.944998000006,29936.56220066216,50,0.9647199305254016,0.0591619626574033,0.0,0.0068389057750759,0.951476335214937,0.973947025618758,0.2379504993486756,0.0,0.4782373781233963,24,2026-03-11T07:32:53.868260+00:00,Road to 10 Million,0x2b0beda149be62676aa8133fc36ea0af8f85e32d,-0.02865386946462961,,0.082586775521039,0.1,7e-06,0.0,False,False,False,52.0,1210.84762,14.0,1210.84762,65.0,1210.84762,46.0,1210.84762,77.0,0.0,0.514,0.5020325203252033,0.076,0.44254031001531147,49
ski lambo beach ,0x66e541024ca4c50b8f6c0934b8947c487d211661,0x9818fdbc10121f83442a127aec09c193cb61829f,77534.456715,-0.3177432508663673,,2025-02-08T01:58:38.241000+00:00,False,False,154.406178,-25326.880681,-62674.047247,74867.156715,-54200.96149999999,22444.3550971429,51,0.99174989144594,0.0094442032132001,0.0,0.0087928788536691,0.963091619626574,0.9676508901432912,0.0585649153278332,0.0,0.4552818951565153,35,2026-03-11T07:32:53.868260+00:00,ski lambo beach ,0x9818fdbc10121f83442a127aec09c193cb61829f,-0.31766196164474275,,0.8434769490784405,0.1,23798.396359,0.0,True,False,False,82.0,77550.490807,13.0,77550.490807,65.0,77550.490807,47.0,77550.490807,63.0,0.0,0.514,0.5020325203252033,0.246,0.4423236977901507,50
[ Systemic Strategies ] L/S Grids,0x07fd993f0fa3a185f7207adccd29f7a87404689d,0x2b804617c6f63c040377e95bb276811747006f4b,3258165.37565,-0.0190920482487602,,2025-01-23T05:48:51.869000+00:00,False,False,14447.946735,104883.42005,-64100.561055,928401.74565,-824686.2549139999,381399.5446904704,55,0.9594007815892316,0.0011940946591402,0.0,0.001302648719062,0.99587494572297,0.9976118106817194,0.0011940946591402,0.0,0.4452147396676272,45,2026-03-11T07:32:53.868260+00:00,[ Systemic Strategies ] L/S Grids,0x2b804617c6f63c040377e95bb276811747006f4b,-0.02265465881829926,,0.21160852841959302,0.1,1610780.75168,0.0,True,False,False,188.0,3246204.095574,17.0,3246204.095574,58.0,3246204.095574,46.0,3246204.095574,63.0,0.0,0.514,0.5020325203252033,0.246,0.43477333117348466,51
ML-Trader Vault 1,0xb48526e72b11614df47f38be22c7a466adc19efd,0x301b2a671b241923936f75b07c8f858cf79b4a6c,19902.290152,0.0,,2025-08-19T15:56:09.865000+00:00,False,False,0.0,0.0,0.0,25.620152,-7813.245546,2613.9284809908513,51,0.4912613981762918,0.0185627442466348,0.0,0.1731437255753365,0.8787451150673035,0.8731003039513677,0.0585649153278332,0.0,0.3606548276951012,68,2026-03-11T07:32:53.868260+00:00,ML-Trader Vault 1,0x301b2a671b241923936f75b07c8f858cf79b4a6c,0.0,,0.9999999999951176,0.1,19802.290152,0.0,True,False,False,40.0,19902.290152,13.0,19902.290152,62.0,19902.290152,44.0,19902.290152,39.0,0.0,0.514,0.5020325203252033,0.878,0.43455339719409014,52
Super Saiyan 孫悟空,0x7c5885d2974457eafb1a3a4d848c358111f0714d,0x6281f807954f90110c626ba37b183bf9f94fae8d,41226.741192,-0.372414000053806,,2024-12-12T02:36:58.003000+00:00,False,False,-1144.197344,-11158.371047,-24464.24171,166884.001192,-110174.75975099998,69760.05295040403,51,0.9929439861050804,0.0133521493703864,0.0,0.0052105948762483,0.9782891880156318,0.98643074250977,0.0585649153278332,0.0,0.4593181324754273,33,2026-03-11T07:32:53.868260+00:00,Super Saiyan 孫悟空,0x6281f807954f90110c626ba37b183bf9f94fae8d,-0.3741963984108937,,0.9846316459191048,0.1,1957.901385,0.0,True,False,False,98.0,41109.653692,13.0,41109.653692,66.0,41109.653692,47.0,41109.653692,69.0,0.0,0.514,0.5020325203252033,0.134,0.43415087577933476,53
DJ_,0x4a0aee02132a411cfcf79a486f0e2d7c5152e94a,0x2ac1fa38a82738c3875b3ac385fbade067e3d123,1004.281854,-0.0037535375609292,,2024-03-21T00:45:41.649000+00:00,False,False,-0.395165,-0.124578,-3.785018,1998382.331854,-589664.0568849999,429678.0436592204,52,0.9513677811550152,0.0631784628745115,0.0,0.0007598784194528,0.9942466348241424,0.9983716891011724,0.0092813721233174,0.0,0.4567103678995776,34,2026-03-11T07:32:53.868260+00:00,DJ_,0x2ac1fa38a82738c3875b3ac385fbade067e3d123,-0.0040235152922538245,,0.9212277390162124,0.1,895.458821,0.0,True,False,False,10.0,1004.009612,13.0,1004.009612,65.0,1004.009612,46.0,1004.009612,69.0,0.0,0.514,0.5020325203252033,0.134,0.43219505234744743,54
Hyperdash Vault #1,0x4078582c42fdb547b1397fabb5d5a4beab81be9e,0xe966a12bf7b93838096e4519a684519ab22df618,140907.406835,-0.0114304537423678,,2025-01-03T10:49:28.507000+00:00,False,False,-944.5045,-1112.609697,-1743.542193,41679.596835,-61639.345972,31786.506520138908,51,0.9561441597915762,0.0069474598349978,0.0,0.0138949196699956,0.9665653495440728,0.975358228397742,0.0585649153278332,0.0,0.4490128981960288,40,2026-03-11T07:32:53.868260+00:00,Hyperdash Vault #1,0xe966a12bf7b93838096e4519a684519ab22df618,-0.013672272431235363,,0.22408909734013713,0.1,129006.170712,0.0,True,False,False,171.0,140565.451427,13.0,140565.451427,64.0,140565.451427,46.0,140565.451427,66.0,0.0,0.514,0.5020325203252033,0.172,0.4302219500697858,55
Scared Money,0x5290ab34acb59cfe1371baa5782eba14433d308f,0x27c5fdef9a082abd0711c611dbde9d7db9611aae,11866.31235,-0.0394202596149939,,2024-04-08T21:20:21.970000+00:00,False,False,0.0,9087.362489,-894.234675,23009.06235,-18062.882259,8039.777052043669,50,0.9683022145028224,0.0234476769431176,0.0,0.019105514546244,0.924880590534086,0.931719496309162,0.2379504993486756,0.0,0.4670686456400742,28,2026-03-11T07:32:53.868260+00:00,Scared Money,0x27c5fdef9a082abd0711c611dbde9d7db9611aae,-0.03942025961499395,,0.9342385090221538,0.1,11759.273303,0.0,True,False,False,78.0,11866.31235,13.0,11866.31235,66.0,11866.31235,47.0,11866.31235,92.0,0.0,0.514,0.5020325203252033,0.028,0.42936376065281995,56
Sims.eth,0xc83e19f430224c5f377570c5f60a835c77b1818c,0xf820817f93ac09a6bbb68661d91da48cdc8266b2,3887.163777,0.0,,2025-01-23T23:20:25.559000+00:00,False,False,0.0,0.0,0.0,1303.193777,-9314.586547,2997.9856875776704,48,0.4912613981762918,0.0396222318714719,0.0,0.065566652192792,0.8905775075987842,0.8836300477637864,0.8256079027355623,0.0,0.4302478486559034,53,2026-03-11T07:32:53.868260+00:00,Sims.eth,0xf820817f93ac09a6bbb68661d91da48cdc8266b2,0.0,,0.9999999999999999,0.1,3787.163777,0.0,False,False,False,15.0,3887.163777,13.0,3887.163777,61.0,3887.163777,44.0,3887.163777,63.0,0.0,0.514,0.5020325203252033,0.246,0.4235481629146918,57
Not In Employment Education or Training,0x4cb5f4d145cd16460932bbb9b871bb6fd5db97e3,0xbd9c944dcfb31cd24c81ebf1c974d950f44e42b8,6001937.645997,3.4401972330772006,,2025-11-17T16:42:47.693000+00:00,False,False,-201208.193934,499394.260132,1337278.855391,2340274.125997,-218988.32662299997,288982.8140344414,48,0.0023881893182805,0.0007598784194528,0.0,0.000651324359531,0.9872991749891444,0.995766391663048,0.8256079027355623,0.0,0.3198212312004105,76,2026-03-11T07:32:53.868260+00:00,Not In Employment Education or Training,0xbd9c944dcfb31cd24c81ebf1c974d950f44e42b8,3.5273086769759985,,0.05000000973273486,0.1,4102763.025034,0.0,True,False,False,24.0,6035820.782379,31.0,6035820.782379,67.0,6035820.782379,47.0,6035820.782379,34.0,0.0,0.514,0.5020325203252033,0.954,0.4115281998230721,58
Alphadhad X,0x15e54b9214d7cb6e73f3e38ebead0c51ea2ac129,0x9fe6fb72a043051cb35d196de5e0804860e0a0a4,9686.365892,-0.0215092264768664,,2024-12-18T16:43:27.837000+00:00,False,False,75.409762,403.911941,-242.142887,864.355892,-3767.651698,1402.0883195298943,52,0.9609205384281372,0.0256187581415544,0.0,0.0742509769865392,0.8234910985670864,0.8252279635258358,0.0092813721233174,0.0,0.4288761200805274,55,2026-03-11T07:32:53.868260+00:00,Alphadhad X,0x9fe6fb72a043051cb35d196de5e0804860e0a0a4,-0.02359188930580387,,0.19821858934750952,0.1,7332.170174,0.0,True,False,False,58.0,9662.920047,14.0,9662.920047,64.0,9662.920047,46.0,9662.920047,69.0,0.0,0.514,0.5020325203252033,0.134,0.4113193664831598,59
HighFDV,0x78ab93343554d9b9fc7260f44844fad8f36d3d79,0xeb75a45b99a8698ebc45f24a1ecb57235cc0f875,2713.297648,-0.0621624826506605,,2024-05-08T17:00:45.190000+00:00,False,False,0.0,0.0,-179.844925,2019.937648,-1561.722793,883.1002058535323,50,0.974706904038211,0.0447242726877985,0.0,0.0562310030395136,0.7524967433782024,0.7836517585757707,0.2379504993486756,0.0,0.4443463071882524,47,2026-03-11T07:32:53.868260+00:00,HighFDV,0xeb75a45b99a8698ebc45f24a1ecb57235cc0f875,-0.06216248265066057,,0.9981895897641547,0.1,2613.116279,0.0,True,False,False,27.0,2713.297648,13.0,2713.297648,66.0,2713.297648,47.0,2713.297648,99.0,0.0,0.514,0.5020325203252033,0.014,0.4109220068139535,60
しねやボケェ！！！,0x7f9571cc340883ff8781dca34afd8d07e3c8147c,0xabd57d2430eb24aa710556434e2bcfefb48d513d,4194.928708,-0.0694862997199115,,2024-05-01T10:07:41.743000+00:00,False,False,-5.840398,-72.963242,-313.257154,688.288708,-915.114184,466.58562579896824,50,0.9765523230568824,0.038211029092488,0.0,0.0801128962223187,0.7011506730351715,0.7237299174989145,0.2379504993486756,0.0,0.4364119922630561,50,2026-03-11T07:32:53.868260+00:00,しねやボケェ！！！,0xabd57d2430eb24aa710556434e2bcfefb48d513d,-0.07025372482302505,,0.9999999998844082,0.1,2655.06014,0.0,True,False,False,25.0,4191.469013,13.0,4191.469013,66.0,4191.469013,47.0,4191.469013,99.0,0.0,0.514,0.5020325203252033,0.014,0.40497127062005633,61
Good-Day,0x85ca1b6203b4eeebeaab1ca2ed77ca9d439539a0,0x79067d8e506fe735e869daa0ed0e4b1d51e05c50,2140.499954,-0.0068876649808191,,2024-12-05T23:41:15.423000+00:00,False,False,-0.518364,6.511925,-14.845296,94.129954,-71.72090400000002,58.60390511581209,49,0.9531046461137648,0.0500434216239687,0.0,0.1373208858011289,0.4324793747286148,0.4849109856708641,0.5427160225792445,0.0,0.4227896913117278,60,2026-03-11T07:32:53.868260+00:00,Good-Day,0x79067d8e506fe735e869daa0ed0e4b1d51e05c50,-0.007185181121214803,,1.0,0.1,1829.215627,0.0,True,False,False,17.0,2139.858704,13.0,2139.858704,66.0,2139.858704,47.0,2139.858704,70.0,0.0,0.514,0.5020325203252033,0.114,0.4047545449065601,62
Winners average winners,0xc305d42209e322fda5a090ebcc547c8480079dfd,0xf49ec27f278295b94d7c3badaaa954f0af278fe0,1001.993136,0.0,,2025-10-10T20:45:46+00:00,False,False,0.0,0.0,0.0,1.993136,-23.716762,10.096008310530069,49,0.4912613981762918,0.0632870169344333,0.0,0.2122231871471993,0.3744029526704299,0.2883195831524099,0.5427160225792445,0.0,0.3117660265266648,83,2026-03-11T07:32:53.868260+00:00,Winners average winners,0xf49ec27f278295b94d7c3badaaa954f0af278fe0,0.0,,1.0,0.1,901.993136,0.0,True,False,False,13.0,1001.993136,13.0,1001.993136,61.0,1001.993136,44.0,1001.993136,36.0,0.0,0.514,0.5020325203252033,0.926,0.40268679631776283,63
[ Systemic Strategies ] ♾️ HyperGrowth ♾️,0xd6e56265890b76413d1d527eb9b75e334c0c5b42,0x2b804617c6f63c040377e95bb276811747006f4b,7646235.884137,1.065364379530835,,2025-08-29T22:17:22.629000+00:00,False,False,93857.478368,797680.215448,623482.599629,2728753.854137,-1317750.425134,897437.715174738,48,0.0112896222318714,0.0005427702996092,0.0,0.0005427702996092,0.9980460269214068,0.9991315675206252,0.8256079027355623,0.0,0.32354660916591,75,2026-03-11T07:32:53.868260+00:00,[ Systemic Strategies ] ♾️ HyperGrowth ♾️,0x2b804617c6f63c040377e95bb276811747006f4b,1.061344752911419,,0.05008600269639455,0.1,6557094.512454,0.0,True,False,False,21.0,7643883.4803,46.0,7643883.4803,64.0,7643883.4803,45.0,7643883.4803,41.0,0.0,0.514,0.5020325203252033,0.81,0.3999222332971967,64
ChanLun Delta Neutral Vault,0xa152d6bed00ba8132c23d33ce5ac32d749ab7cdb,0xe5417cbec1d9d3cdbf53e37eaf1b9529900c274b,10615.363516,1.05795558100625,,2025-08-15T05:35:33.736000+00:00,False,False,51.969483,152.441639,2514.24538,532.403516,-2485.38506,798.503118796656,47,0.0113981762917933,0.0242075553625705,0.0,0.0877116804168475,0.7901650021710812,0.7743161094224924,0.9681393834129396,0.0,0.3156344984802431,80,2026-03-11T07:32:53.868260+00:00,ChanLun Delta Neutral Vault,0xe5417cbec1d9d3cdbf53e37eaf1b9529900c274b,1.0595428749606537,,0.9934047283592035,0.1,7685.34598,0.0,True,False,False,127.0,10619.135741,13.0,10619.135741,61.0,10619.135741,44.0,10619.135741,40.0,0.0,0.514,0.5020325203252033,0.848,0.39778815028294656,65
Fadorador,0xb8f43ee0513e53309b9d6d6a42dce8fdb694b04d,0x91cac3875d31b3bb4d4fc64b62544804c6b22538,2398.375769,0.0,,2025-01-21T20:39:18.382000+00:00,False,False,0.0,0.0,0.0,1339.905769,-1346.10653,734.6240476517221,48,0.4912613981762918,0.0472210160660008,0.0,0.0651324359531046,0.7396873643074251,0.7658488927485888,0.8256079027355623,0.0,0.400420153554652,62,2026-03-11T07:32:53.868260+00:00,Fadorador,0x91cac3875d31b3bb4d4fc64b62544804c6b22538,0.0,,0.9830405794006447,0.1,2296.650569,0.0,True,False,False,30.0,2398.375769,13.0,2398.375769,61.0,2398.375769,44.0,2398.375769,64.0,0.0,0.514,0.5020325203252033,0.21,0.3975773915887532,66
[ Sidelined ] Discretionary 1,0x72051340b0c62bc34a9557ededf2ea144913b0ec,0x5797f35b2a81669e85fa8f3ea8816f7054ad1dd4,2244.100363,0.0,,2025-09-05T15:17:26.357000+00:00,False,False,0.0,0.0,0.0,60442.070363,-8.517108000000007,17672.71242239238,49,0.4912613981762918,0.0488493269648284,0.0,0.0099869735128093,0.3425966131133304,0.9611376465479808,0.5427160225792445,0.0,0.3196781372123317,77,2026-03-11T07:32:53.868260+00:00,[ Sidelined ] Discretionary 1,0x5797f35b2a81669e85fa8f3ea8816f7054ad1dd4,0.0,,0.9946704658971718,0.1,2143.564554,0.0,True,False,False,147.0,2244.100363,13.0,2244.100363,66.0,2244.100363,47.0,2244.100363,41.0,0.0,0.514,0.5020325203252033,0.81,0.397020879332013,67
HLP Liquidator 2,0xb0a55f13d22f66e6d495ac98113841b2326e9540,0xdfc24b077bc1425ad1dea75bcb6f8158e10df303,30000000.0,0.0,,2025-04-20T14:15:33.339000+00:00,False,False,0.0,0.0,0.0,30593059.34,-60072.845557,5675354.043808091,48,0.4912613981762918,0.0004342162396873,0.0,0.0003256621797655,0.96580547112462,0.9997828918801565,0.8256079027355623,0.0,0.4282223285832708,56,2026-03-11T07:32:53.868260+00:00,HLP Liquidator 2,0xdfc24b077bc1425ad1dea75bcb6f8158e10df303,0.0,,1.0000000000000007,0.0,29999900.0,0.0,True,False,False,177.0,30000000.0,12.0,30000000.0,61.0,30000000.0,44.0,30000000.0,53.0,0.0,0.014,0.5020325203252033,0.368,0.3942290228602174,68
